4.5,7,3,15.5,17.5,0.3249448
4.5,7.5,3,15.5,17.5,0.3649322
4.5,7,3,15.5,17.5,0.3786563
5,7,3,15.5,17.5,0.3204485
5,7,3,16,17.5,0.3270516
5,7,2.5,16,17.5,0.4353687
5,7.5,2.5,16,17.5,0.2553681
5,7.5,2,16,17.5,0.3083374
5,8,2,16,17.5,0.371752
5,8,2,15.5,17.5,0.4302797
5,8,1.5,15.5,17.5,0.3275957
4.5,8,1.5,15.5,17.5,0.3591797
4.5,8,1.5,15.5,17,0.4287134
5,8,1.5,15.5,17,0.254462
5,8,1.5,15.5,17.5,0.3123466
5.5,8,1.5,15.5,17.5,0.3753885
5.5,8,1,15.5,17.5,0.2428239
5.5,7.5,1,15.5,17.5,0.3679532
5,7.5,1,15.5,17.5,0.3692542
5,7.5,1,15,17.5,0.312124
5.5,7.5,1,15,17.5,0.3244721
5.5,8,1,15,17.5,0.3734125
6,8,1,15,17.5,0.3304516
6,8,1,15,18,0.3874497
6,8,0.5,15,18,0.4376878
5.5,8,0.5,15,18,0.3700092
5,8,0.5,15,18,0.377084
5,8,0.5,14.5,18,0.3790712
5,8,0.5,15,18,0.3692029
5,8,0.5,14.5,18,0.3829341
5,8,1,14.5,18,0.3153836
4.5,8,1,14.5,18,0.3807691
4.5,8,0.5,14.5,18,0.3749939
4.5,8,1,14.5,18,0.3746262
4.5,8,0.5,14.5,18,0.3169796
5,8,0.5,14.5,18,0.3214527
5,8.5,0.5,14.5,18,0.3656771
5,8.5,0.5,14.5,18.5,0.3783572
5,8.5,0.5,14.5,18,0.368504
5.5,8.5,0.5,14.5,18,0.3660105
5.5,8,0.5,14.5,18,0.3285865
5.5,8,0.5,14.5,18.5,0.3713002
5.5,8,0,14.5,18.5,0.3045889
5,8,0,14.5,18.5,0.3724982
4.5,8,0,14.5,18.5,0.3832881
4.5,8.5,0,14.5,18.5,0.3172266
4.5,8.5,0,14,18.5,0.3180278
4.5,8.5,0,14,19,0.3755848
4.5,8.5,0,14,19.5,0.3207326
4,8.5,0,14,19.5,0.3224121
4,8.5,0,14.5,19.5,0.3137044
4,8.5,0.5,14.5,19.5,0.3781863
4,9,0.5,14.5,19.5,0.3084875
4,9,0,14.5,19.5,0.3707928
4,9,0,14.5,20,0.3760637
3.5,9,0,14.5,20,0.3693337

9,19,14,9,14,0.367354
9,18.5,14,9,14,0.3791963
9,18.5,14.5,9,14,0.3709327
9,18.5,14,9,14,0.3648664
9,19,14,9,14,0.4149064
9,19,14,9.5,14,0.3087885
9,19,13.5,9.5,14,0.3213243
9,19,14,9.5,14,0.3143075
9,19,14,9.5,14.5,0.3737603
9,19,14,9.5,15,0.3207916
9,19,14,9.5,14.5,0.3653446
9,19,14,9.5,14,0.3193623
9,19,14.5,9.5,14,0.3758181
9,19.5,14.5,9.5,14,0.3813846
9,20,14.5,9.5,14,0.3868151
8.5,20,14.5,9.5,14,0.3725782
8,20,14.5,9.5,14,0.3752799
8.5,20,14.5,9.5,14,0.37643
8.5,19.5,14.5,9.5,14,0.3760403
8.5,19.5,14,9.5,14,0.3640358
8.5,19.5,14,10,14,0.3801751
8.5,19.5,13.5,10,14,0.4311658
8.5,19.5,13.5,10,14.5,0.3736736
8,19.5,13.5,10,14.5,0.3135199
8,19.5,13.5,10,14,0.3088447
8,19.5,13.5,10,14.5,0.3703745
8,19.5,13.5,10,15,0.3656923
8,19.5,13.5,9.5,15,0.3786486
8,19.5,13.5,9.5,14.5,0.4292569
8.5,19.5,13.5,9.5,14.5,0.3731122
8.5,19.5,14,9.5,14.5,0.3048577
8.5,19.5,14,9.5,15,0.4321621
8.5,19,14,9.5,15,0.3702146
8.5,19.5,14,9.5,15,0.3756847
9,19.5,14,9.5,15,0.3744831
9,19.5,14,9,15,0.3168889
9,19,14,9,15,0.3180891
9,18.5,14,9,15,0.3042986
9,18.5,14,9,14.5,0.4158808
9,18.5,14,9.5,14.5,0.3799748
9,18.5,13.5,9.5,14.5,0.4369015
9.5,18.5,13.5,9.5,14.5,0.366715
9.5,18,13.5,9.5,14.5,0.4359156
9.5,18,13.5,9,14.5,0.3722333
9.5,18,13,9,14.5,0.378268
9.5,18,13.5,9,14.5,0.3673214
9.5,18,13,9,14.5,0.3778665
9.5,18,13,9,15,0.3736555
9.5,18,13,8.5,15,0.3773257
9.5,18,13,8,15,0.3816328
9.5,18,12.5,8,15,0.3228291
9.5,18,12.5,8,15.5,0.4264023
9.5,17.5,12.5,8,15.5,0.3717354
9,17.5,12.5,8,15.5,0.4242523
9.5,17.5,12.5,8,15.5,0.3175139
9.5,17,12.5,8,15.5,0.3763035
9.5,17,12.5,8.5,15.5,0.4292527
9.5,17,12.5,8.5,15,0.3103662
9.5,16.5,12.5,8.5,15,0.3758296
9.5,16.5,12.5,8.5,14.5,0.3782535
10,16.5,12.5,8.5,14.5,0.3792258
10,16.5,12,8.5,14.5,0.3719044
10,16.5,12.5,8.5,14.5,0.3788262
10,16.5,12,8.5,14.5,0.3643621
10,16.5,12,9,14.5,0.3766443
10,16,12,9,14.5,0.4281417
10,16,11.5,9,14.5,0.4295292
10,15.5,11.5,9,14.5,0.3653849
10,15.5,11.5,9,15,0.3157373
10,15.5,11.5,9,14.5,0.3799663
10,15.5,11,9,14.5,0.4293306
10,15.5,11,9.5,14.5,0.4341756
10,15,11,9.5,14.5,0.3807098
10,15,11,9.5,15,0.4380584
10,15,11.5,9.5,15,0.4309179
10,15,11.5,9,15,0.3653906
10,14.5,11.5,9,15,0.3770548
10.5,14.5,11.5,9,15,0.305475
10.5,14.5,11.5,9.5,15,0.3085252
10.5,14.5,11.5,9.5,14.5,0.3740983
10.5,14.5,11.5,9.5,14,0.4870559
10.5,14.5,11.5,9,14,0.3717846
10.5,14.5,11.5,9,14.5,0.380246
10.5,14,11.5,9,14.5,0.3162669
10,14,11.5,9,14.5,0.3815221
10,14,11.5,9,14,0.3265041
10.5,14,11.5,9,14,0.3277246
10.5,14,11.5,9.5,14,0.3766094
10.5,14,11,9.5,14,0.3798152
10.5,14,11,9.5,13.5,0.3195086
10.5,14.5,11,9.5,13.5,0.4187873
10.5,14.5,11,10,13.5,0.3684435
10.5,14.5,11,10.5,13.5,0.3152233
10.5,14.5,11,10.5,14,0.3800696
10.5,14.5,10.5,10.5,14,0.4280414
10.5,14.5,11,10.5,14,0.31152
10.5,14.5,11,10.5,13.5,0.3688582
10.5,14.5,11,10.5,14,0.3581446
10.5,14.5,11.5,10.5,14,0.3755037
10.5,15,11.5,10.5,14,0.3131679
10.5,15.5,11.5,10.5,14,0.3743134
10.5,15.5,11,10.5,14,0.3681808
10.5,16,11,10.5,14,0.3750894
10.5,16,11,11,14,0.3239
10.5,16,11,11,14.5,0.3179623
10.5,16,11,10.5,14.5,0.3789558
10.5,16.5,11,10.5,14.5,0.3690634
10.5,16.5,11,10.5,15,0.4272827
10.5,16.5,11,11,15,0.3183813
10.5,16.5,11,11.5,15,0.3294165
11,16.5,11,11.5,15,0.3148811
11,16,11,11.5,15,0.383052
11,16,11,11.5,14.5,0.30307
11.5,16,11,11.5,14.5,0.3088521
11.5,16,11.5,11.5,14.5,0.4269252
11.5,16,12,11.5,14.5,0.3280008
11,16,12,11.5,14.5,0.2518636
11,16,11.5,11.5,14.5,0.4242921
11,16,11,11.5,14.5,0.3168649
11,15.5,11,11.5,14.5,0.3189847
11,16,11,11.5,14.5,0.3601823
11,16,11,11,14.5,0.3813628
11,16,11,11,14,0.3722938
11.5,16,11,11,14,0.2562177
11.5,16,11.5,11,14,0.3632644
11.5,16,12,11,14,0.3270067
11.5,16,11.5,11,14,0.3760423
11.5,16,11.5,11,14.5,0.3651926
11.5,16.5,11.5,11,14.5,0.3234682
11.5,16.5,11.5,11.5,14.5,0.3164254
11.5,16.5,11.5,11.5,14,0.3192741
11.5,16.5,11.5,11,14,0.3032732
11.5,16.5,11.5,11.5,14,0.3842328
12,16.5,11.5,11.5,14,0.3800883
12,16,11.5,11.5,14,0.3184125
12.5,16,11.5,11.5,14,0.3150936
12,16,11.5,11.5,14,0.3757437
12,16,11.5,12,14,0.3689554
12,16,11,12,14,0.3809885
12,16,11,11.5,14,0.3103253
12,16,11,11.5,14.5,0.4301372
12,16,11.5,11.5,14.5,0.4237675
12.5,16,11.5,11.5,14.5,0.3179551
12.5,16,11,11.5,14.5,0.3667941
12,16,11,11.5,14.5,0.3156075
12,16,11,12,14.5,0.3096144
12,15.5,11,12,14.5,0.3769904
12,15.5,11,12,15,0.3220368
12,15.5,11,11.5,15,0.3633412
12,15,11,11.5,15,0.3025703
12.5,15,11,11.5,15,0.3809011
12.5,15,11.5,11.5,15,0.3697838
12.5,15,11,11.5,15,0.3231663
12.5,15,11,11,15,0.3805256
12.5,15,11,10.5,15,0.3803656
12.5,15,10.5,10.5,15,0.329529
12.5,15,10.5,10,15,0.3801119
12.5,15,10.5,10.5,15,0.3806038
12.5,15,10.5,10.5,14.5,0.315956
12.5,15.5,10.5,10.5,14.5,0.3155126
12.5,16,10.5,10.5,14.5,0.3085439
12.5,16,10.5,10.5,15,0.3699813
12.5,16.5,10.5,10.5,15,0.3793136
12.5,16.5,10,10.5,15,0.3270468
12.5,16.5,10,10.5,15.5,0.3139598
12.5,16.5,9.5,10.5,15.5,0.3130916
12.5,16.5,9.5,10.5,16,0.371629
12.5,16.5,9.5,11,16,0.3671729
12.5,17,9.5,11,16,0.3804798
12.5,16.5,9.5,11,16,0.3717621
13,16.5,9.5,11,16,0.3119667
13,17,9.5,11,16,0.3741484
13,17,9,11,16,0.2573697
13,16.5,9,11,16,0.2557592

15,8,10,15,18,0.3141365
15,7.5,10,15,18,0.3132704
15,7.5,9.5,15,18,0.3747848
15,7.5,9.5,14.5,18,0.3818161
15,7.5,9.5,14.5,17.5,0.373423
15,7.5,9.5,14,17.5,0.3106995
15,7,9.5,14,17.5,0.3302607
15.5,7,9.5,14,17.5,0.3648057
15.5,7,9.5,14,18,0.2941647
15.5,7,9.5,13.5,18,0.3782016
15.5,6.5,9.5,13.5,18,0.3702501
15.5,6,9.5,13.5,18,0.2662648
15.5,5.5,9.5,13.5,18,0.3696603
15.5,5.5,9,13.5,18,0.3098162
15.5,5.5,9,13.5,18.5,0.3218903
15.5,5.5,9.5,13.5,18.5,0.3171505
15,5.5,9.5,13.5,18.5,0.3639497
15.5,5.5,9.5,13.5,18.5,0.3765224
15.5,5.5,9.5,14,18.5,0.3687547
15.5,5.5,10,14,18.5,0.3226528
15.5,5.5,10,14,19,0.3229094
15.5,5.5,10.5,14,19,0.3762881
15.5,5.5,10.5,13.5,19,0.3096924
15.5,5.5,10.5,13.5,19.5,0.3737882
16,5.5,10.5,13.5,19.5,0.4311473
16,6,10.5,13.5,19.5,0.3159184
16,6,10.5,13.5,19,0.3737957
16,6,10.5,14,19,0.4150752
16,6,10.5,14.5,19,0.3750319
16.5,6,10.5,14.5,19,0.3215262
16.5,6,10,14.5,19,0.3647438
16.5,5.5,10,14.5,19,0.3771981
17,5.5,10,14.5,19,0.3165622
17,5.5,10,14.5,19.5,0.4289283
17,5.5,9.5,14.5,19.5,0.3636635
17,5.5,9,14.5,19.5,0.3048487
17,6,9,14.5,19.5,0.3809193
17,6,9,14,19.5,0.3799651
16.5,6,9,14,19.5,0.3775042
16.5,6,9,14.5,19.5,0.3779301
16.5,6.5,9,14.5,19.5,0.3810764
16.5,6,9,14.5,19.5,0.4229916
16.5,6,9,14.5,20,0.3742349
16.5,6.5,9,14.5,20,0.4250996
16.5,6,9,14.5,20,0.3195128
16.5,6,9.5,14.5,20,0.3173103
16.5,6,9,14.5,20,0.3744336
17,6,9,14.5,20,0.3040674
17.5,6,9,14.5,20,0.3814066
17.5,6,9,14,20,0.3771254
17.5,6,8.5,14,20,0.3029367
17,6,8.5,14,20,0.3809293
17.5,6,8.5,14,20,0.3662943
17.5,6.5,8.5,14,20,0.3161561
17,6.5,8.5,14,20,0.3715224
16.5,6.5,8.5,14,20,0.2506129
16.5,6.5,8.5,14,19.5,0.3720248
16.5,6,8.5,14,19.5,0.3732461
16.5,6,8.5,13.5,19.5,0.2533869
16.5,6,8.5,13.5,20,0.3738077
16.5,5.5,8.5,13.5,20,0.3212598
16.5,5.5,8.5,14,20,0.3236401
17,5.5,8.5,14,20,0.3650715
17,5.5,8.5,14,20.5,0.3750714
17,6,8.5,14,20.5,0.3111098
17,6,9,14,20.5,0.3733492
17,6,9,14.5,20.5,0.2983353
17.5,6,9,14.5,20.5,0.4255877
17.5,5.5,9,14.5,20.5,0.3753683
17.5,5.5,9.5,14.5,20.5,0.3676134
17.5,6,9.5,14.5,20.5,0.3330797
17.5,6,9.5,15,20.5,0.2599705
18,6,9.5,15,20.5,0.3080065
18,6,9,15,20.5,0.3158748
18,6,9,15.5,20.5,0.4363027
18,6,9.5,15.5,20.5,0.3656869
18,5.5,9.5,15.5,20.5,0.4274658
18,5.5,9.5,15,20.5,0.4224094
18.5,5.5,9.5,15,20.5,0.3809927
18.5,6,9.5,15,20.5,0.3711658
18.5,6,9.5,15.5,20.5,0.3720736
18.5,6,9.5,16,20.5,0.3166749
18.5,6,9.5,15.5,20.5,0.3240505
18.5,6,9.5,16,20.5,0.3793487
19,6,9.5,16,20.5,0.3709394
19,6,9.5,16.5,20.5,0.3771014
19,5.5,9.5,16.5,20.5,0.3239649
19,5.5,9.5,16,20.5,0.2418031
19,5.5,9.5,16.5,20.5,0.3868307
19,6,9.5,16.5,20.5,0.3017158
19,6,9.5,17,20.5,0.3172546
19.5,6,9.5,17,20.5,0.3196114
19.5,6.5,9.5,17,20.5,0.375632
19,6.5,9.5,17,20.5,0.312396
19,6.5,9.5,16.5,20.5,0.3683106
19,6.5,9,16.5,20.5,0.3751956
19,6.5,9.5,16.5,20.5,0.3122643
18.5,6.5,9.5,16.5,20.5,0.3865174
18.5,6.5,9.5,17,20.5,0.2539944
18.5,6.5,9.5,17.5,20.5,0.3776943
18.5,6.5,9.5,18,20.5,0.3144231
18.5,6.5,10,18,20.5,0.3752913
18,6.5,10,18,20.5,0.3761056
18,6.5,10,17.5,20.5,0.3190209
18,6.5,10.5,17.5,20.5,0.3657809
18,6.5,10.5,17,20.5,0.3120421
17.5,6.5,10.5,17,20.5,0.3666287
17,6.5,10.5,17,20.5,0.3249181
17,6.5,10,17,20.5,0.3759799
16.5,6.5,10,17,20.5,0.3178425
16.5,6.5,10,17.5,20.5,0.3825895
16.5,6,10,17.5,20.5,0.3816794
16.5,6,10,17,20.5,0.2542731
16,6,10,17,20.5,0.2609389
16,6,10,16.5,20.5,0.3222282
16,6,10,17,20.5,0.3269249
15.5,6,10,17,20.5,0.3204642
16,6,10,17,20.5,0.3665532
15.5,6,10,17,20.5,0.3225054
15.5,6.5,10,17,20.5,0.3056189
15.5,6.5,9.5,17,20.5,0.2984412
15.5,6.5,9,17,20.5,0.3813417
15.5,6.5,9,17.5,20.5,0.3063639
15.5,6.5,8.5,17.5,20.5,0.3309727
15,6.5,8.5,17.5,20.5,0.3102579
15,7,8.5,17.5,20.5,0.3198861
15,6.5,8.5,17.5,20.5,0.3730853
15,6.5,8.5,18,20.5,0.3153023
15,6.5,9,18,20.5,0.2596115
15,6,9,18,20.5,0.3268134
15,6.5,9,18,20.5,0.3608715
15,6.5,9,17.5,20.5,0.3752832
15,6.5,8.5,17.5,20.5,0.3097652
15,6.5,8.5,17,20.5,0.4270994
14.5,6.5,8.5,17,20.5,0.3690523
14,6.5,8.5,17,20.5,0.3213328
14,6.5,9,17,20.5,0.3781834
14,6.5,9.5,17,20.5,0.315333
14,6.5,9.5,16.5,20.5,0.3210454
14,6.5,10,16.5,20.5,0.3831665
14,6.5,10,17,20.5,0.3780656
14,6.5,9.5,17,20.5,0.3235404
14.5,6.5,9.5,17,20.5,0.3816373
14.5,6.5,9.5,17.5,20.5,0.3218518
14.5,6.5,9.5,18,20.5,0.3184966
14,6.5,9.5,18,20.5,0.3180853
14,6.5,10,18,20.5,0.3216354
14,6.5,10,18.5,20.5,0.3107131
13.5,6.5,10,18.5,20.5,0.3096541
13.5,6.5,10,18,20.5,0.3092855
13.5,6,10,18,20.5,0.3131459
14,6,10,18,20.5,0.3744924
14.5,6,10,18,20.5,0.3800822
14.5,6,9.5,18,20.5,0.3609731
14.5,6,9,18,20.5,0.3619036
14,6,9,18,20.5,0.4250435
13.5,6,9,18,20.5,0.3689764
13.5,5.5,9,18,20.5,0.3208584
13.5,5.5,9,18.5,20.5,0.3169265
13.5,5,9,18.5,20.5,0.3166323
13,5,9,18.5,20.5,0.3673369
13,5,9,19,20.5,0.3783581
13,4.5,9,19,20.5,0.3063048
13,4.5,9,18.5,20.5,0.3230106
13,4.5,9.5,18.5,20.5,0.2569134
13,4.5,9.5,18,20.5,0.3080423
13,4,9.5,18,20.5,0.3128443
13,4,9.5,17.5,20.5,0.3122702
13,4,9,17.5,20.5,0.3802086
13,4,9,18,20.5,0.3129282
13,4,8.5,18,20.5,0.3742229
13,4,8.5,17.5,20.5,0.3835231
13,4,8.5,17,20.5,0.3225064
13,4,8,17,20.5,0.3655924
13.5,4,8,17,20.5,0.3728268
13.5,4,8,16.5,20.5,0.3039747
13.5,4,8,17,20.5,0.3193546
13.5,4.5,8,17,20.5,0.3113528
13.5,4,8,17,20.5,0.3068243
13.5,4,7.5,17,20.5,0.3080439
13.5,4,7,17,20.5,0.3077333
14,4,7,17,20.5,0.246471

13,14,13,15,10,0.3235403
13,14,12.5,15,10,0.3103462
13,14,13,15,10,0.3064184
13,14,13,15.5,10,0.3755758
13,14,13,15,10,0.3193789
13,14,13,15,9.5,0.3242075
13,14,13,15.5,9.5,0.3229236
13,14,13,15.5,9,0.3800968
13.5,14,13,15.5,9,0.317454
13.5,14,13.5,15.5,9,0.3142225
13.5,14,14,15.5,9,0.3114807
13.5,14.5,14,15.5,9,0.3208533
13.5,14.5,14,15,9,0.3593262
13.5,14.5,13.5,15,9,0.3706478
13.5,14.5,13.5,15.5,9,0.3719727
13,14.5,13.5,15.5,9,0.3794822
13,15,13.5,15.5,9,0.3798303
12.5,15,13.5,15.5,9,0.3087071
12.5,15,13.5,16,9,0.3720643
12.5,15,13.5,15.5,9,0.38344
12,15,13.5,15.5,9,0.315519
12,14.5,13.5,15.5,9,0.3155399
12,14.5,13.5,15,9,0.3737904
11.5,14.5,13.5,15,9,0.3874156
12,14.5,13.5,15,9,0.3763128
12,14.5,13.5,14.5,9,0.2926588
11.5,14.5,13.5,14.5,9,0.3725486
11.5,14,13.5,14.5,9,0.3249847
11.5,14,13.5,14.5,8.5,0.3814858
11.5,14.5,13.5,14.5,8.5,0.3138654
11.5,14.5,13.5,14.5,9,0.3275806
11.5,15,13.5,14.5,9,0.3300694
11.5,15,13.5,14,9,0.3282834
11.5,15,13.5,14,9.5,0.306855
11.5,15,13,14,9.5,0.256298
11.5,15,13,13.5,9.5,0.3136395
11.5,15,13,13,9.5,0.3149423
11.5,15,13.5,13,9.5,0.317476
11.5,15,13.5,13,10,0.310151
12,15,13.5,13,10,0.3038836
12,15,13.5,13.5,10,0.3244112
11.5,15,13.5,13.5,10,0.30581
11.5,15,13.5,13.5,9.5,0.3186821
11.5,15,13.5,13,9.5,0.3223853
11.5,14.5,13.5,13,9.5,0.2579462
11.5,14.5,13.5,13,10,0.3168764
11.5,14.5,14,13,10,0.4310415
11.5,14.5,14,13,9.5,0.3125383
11,14.5,14,13,9.5,0.2941055
11,14.5,14.5,13,9.5,0.3199623
11,14.5,14.5,12.5,9.5,0.3091953
11,14.5,15,12.5,9.5,0.3165703
11.5,14.5,15,12.5,9.5,0.3028731
11.5,14.5,15.5,12.5,9.5,0.3160946
11.5,14.5,16,12.5,9.5,0.3848433
11.5,15,16,12.5,9.5,0.3742561
11.5,15,16,12.5,9,0.3556761
11.5,15.5,16,12.5,9,0.3231732
11.5,15.5,16,12.5,8.5,0.2639627
11.5,15.5,16,12.5,9,0.3083983
12,15.5,16,12.5,9,0.3162643
12,15.5,16,12,9,0.3115798
12,15.5,16.5,12,9,0.311797
12,16,16.5,12,9,0.3240839
12,16,16,12,9,0.4250212
11.5,16,16,12,9,0.3063106
11,16,16,12,9,0.3641033
10.5,16,16,12,9,0.3639763
11,16,16,12,9,0.3665864
10.5,16,16,12,9,0.377558
10.5,16.5,16,12,9,0.4236811
10.5,16.5,16,12,9.5,0.3763299
10,16.5,16,12,9.5,0.3779793
10,16,16,12,9.5,0.3113787
10,15.5,16,12,9.5,0.3230709
10,15,16,12,9.5,0.3766642
10,15,15.5,12,9.5,0.3754629
10,15,15.5,12.5,9.5,0.365229
10,15.5,15.5,12.5,9.5,0.3173761
10,15.5,15,12.5,9.5,0.3715899
10,16,15,12.5,9.5,0.3697643
9.5,16,15,12.5,9.5,0.318187
9.5,16,15,13,9.5,0.3279172
9.5,16,15,13,9,0.3727549
9.5,16,14.5,13,9,0.3691205
9.5,16,14.5,13.5,9,0.3098263
9.5,16,14,13.5,9,0.3264509
9.5,16,14,13.5,9.5,0.3753584
9.5,15.5,14,13.5,9.5,0.3809295
9,15.5,14,13.5,9.5,0.3774392
9,15,14,13.5,9.5,0.3606
9,15.5,14,13.5,9.5,0.3178947
9,15.5,14.5,13.5,9.5,0.3267698
9,16,14.5,13.5,9.5,0.3161542
9.5,16,14.5,13.5,9.5,0.3109384
10,16,14.5,13.5,9.5,0.3078425
9.5,16,14.5,13.5,9.5,0.3251872
9.5,16,15,13.5,9.5,0.3172383
9.5,16.5,15,13.5,9.5,0.314
9.5,16.5,14.5,13.5,9.5,0.3116561
10,16.5,14.5,13.5,9.5,0.3285726
10,16.5,14,13.5,9.5,0.3167627
10,16,14,13.5,9.5,0.3100621
10,16,14.5,13.5,9.5,0.3082697
10,15.5,14.5,13.5,9.5,0.2968887

14,15,7,9,15,0.378148
13,15,7,9,15,0.3756718
13,15,6,9,15,0.3117751
13,15,6,9,14,0.3132014
13,15,6,10,14,0.3266224
13,15,6,10,15,0.3760991
13,15,6,10,16,0.3740411
13,15,6,10,15,0.3159854
13,15,6,10,16,0.3301161
13,15,7,10,16,0.3648454
13,15,6,10,16,0.3248636
13,15,5,10,16,0.3130658
13,16,5,10,16,0.3742313
13,16,5,9,16,0.3598064
14,16,5,9,16,0.4198864
13,16,5,9,16,0.4157608
13,16,5,10,16,0.303773
13,16,5,9,16,0.3079577
13,16,6,9,16,0.3711756
13,16,5,9,16,0.3759747
13,17,5,9,16,0.3780024
13,17,6,9,16,0.3275432
13,17,6,8,16,0.3634339
13,17,7,8,16,0.3700005
13,18,7,8,16,0.3690951
13,18,7,8,15,0.3700837
13,18,7,8,14,0.3203931
13,18,7,7,14,0.2956453
14,18,7,7,14,0.3041849
14,18,7,8,14,0.3068016
14,18,7,8,15,0.3025383
15,18,7,8,15,0.371445
15,18,6,8,15,0.3141062
14,18,6,8,15,0.3765305
14,18,5,8,15,0.3716377
14,18,4,8,15,0.2513786
14,18,5,8,15,0.3699026
14,18,6,8,15,0.2476047
14,19,6,8,15,0.3814858
14,19,6,9,15,0.3743029
14,19,6,10,15,0.3727501
14,19,6,9,15,0.3005272
14,19,6,8,15,0.3790315
13,19,6,8,15,0.3678245
13,18,6,8,15,0.3756816
12,18,6,8,15,0.368997
12,18,6,9,15,0.3124754
12,17,6,9,15,0.3213766
13,17,6,9,15,0.3831788
12,17,6,9,15,0.3021363
12,17,5,9,15,0.3681891
12,17,5,9,16,0.3176769
12,17,6,9,16,0.3080229
12,17,6,8,16,0.3783365
12,18,6,8,16,0.3680174
12,18,6,9,16,0.3693161
11,18,6,9,16,0.3648883
12,18,6,9,16,0.3823256
12,18,6,10,16,0.3224945
12,17,6,10,16,0.3722152
12,18,6,10,16,0.3546939
12,18,5,10,16,0.3629059
11,18,5,10,16,0.3174501
11,18,5,10,15,0.3158016
11,17,5,10,15,0.3235988
11,16,5,10,15,0.3221883
11,16,5,10,14,0.3164977
11,17,5,10,14,0.3155631
12,17,5,10,14,0.3814443
12,16,5,10,14,0.3721594
12,16,5,11,14,0.3133342
12,16,5,12,14,0.3176483
12,16,6,12,14,0.302618
11,16,6,12,14,0.3126897
11,16,5,12,14,0.3618896
11,15,5,12,14,0.420714
11,15,5,11,14,0.3692321
11,15,5,10,14,0.3243957
11,15,4,10,14,0.3206553
11,15,3,10,14,0.3056056
11,15,4,10,14,0.3195319
11,15,5,10,14,0.3149141
11,15,4,10,14,0.3685797
11,15,5,10,14,0.3777912
11,14,5,10,14,0.3129939
11,14,4,10,14,0.3048628
12,14,4,10,14,0.4312066
11,14,4,10,14,0.3131378
11,15,4,10,14,0.3063462
11,15,4,10,13,0.3213552
11,15,4,11,13,0.320248
11,15,5,11,13,0.3234479
12,15,5,11,13,0.2568105
12,15,4,11,13,0.3173006
12,15,5,11,13,0.311312
11,15,5,11,13,0.3158325
12,15,5,11,13,0.3248406
12,15,5,12,13,0.3686864
11,15,5,12,13,0.3751726
11,15,6,12,13,0.3177031
11,15,6,13,13,0.3130159
10,15,6,13,13,0.3777553
10,15,6,13,12,0.3153437
10,15,6,14,12,0.3161444
10,15,7,14,12,0.3219981
10,14,7,14,12,0.3173486
10,13,7,14,12,0.3123369
10,13,7,14,13,0.3052467
10,13,8,14,13,0.313942
10,13,8,14,12,0.2515748
10,13,8,14,11,0.2473543
11,13,8,14,11,0.2503558
11,12,8,14,11,0.2456056

10,8,8,10,10,0.3609958
10,7,8,10,10,0.2993834
10,7,7,10,10,0.3055066
10,7,7,10,9,0.2497483
10,7,7,10,10,0.3756196
11,7,7,10,10,0.366046
10,7,7,10,10,0.3676885
10,6,7,10,10,0.1641418
9,6,7,10,10,0.3073478
9,6,7,9,10,0.3117061
9,6,7,9,9,0.3142545
10,6,7,9,9,0.3745383
